country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Tuvalu,TV,TUV,798,Zero vegetable or fruit consumption (6-23months),2019,43.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2006,53.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2011,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2016,43.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2006,50.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2011,46.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2016,43.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2006,51.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2011,45.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2016,43.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Zero vegetable or fruit consumption (6-23months),2020,54.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2010,27.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2015,29.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2022,41.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2010,28.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2015,29.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2022,39.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2010,28.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2015,29.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Zero vegetable or fruit consumption (6-23months),2022,40.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Zero vegetable or fruit consumption (6-23months),2018,6.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Zero vegetable or fruit consumption (6-23months),2018,4.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Zero vegetable or fruit consumption (6-23months),2018,5.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2017,43.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2021,12.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2017,42,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2021,16.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2017,42.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Zero vegetable or fruit consumption (6-23months),2021,14.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2014,15.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2020,16.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2014,12,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2020,16.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2014,13.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vietnam,VN,VNM,704,Zero vegetable or fruit consumption (6-23months),2020,16.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Zero vegetable or fruit consumption (6-23months),2013,65.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Zero vegetable or fruit consumption (6-23months),2013,65.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Zero vegetable or fruit consumption (6-23months),2013,65.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2007,25.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2013,34.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2018,29.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2007,24.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2013,35.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2018,29.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2007,25.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2013,35,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Zero vegetable or fruit consumption (6-23months),2018,29.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2005,52.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2010,37.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2014,31.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2015,32,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2019,28.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2005,54.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2010,40,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2014,33.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2015,32,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2019,26.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2005,53.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2010,38.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2014,32.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2015,32,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Zero vegetable or fruit consumption (6-23months),2019,27.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
